Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,4760.240234,4777.009766,4698.109863,4726.810059,4726.810059,1435150000
2015-01-05,4700.339844,4702.770020,4641.459961,4652.569824,4652.569824,1794470000
2015-01-06,4666.850098,4667.330078,4567.589844,4592.740234,4592.740234,2167320000
2015-01-07,4626.839844,4652.720215,4613.899902,4650.470215,4650.470215,1957950000
2015-01-08,4689.540039,4741.379883,4688.020020,4736.189941,4736.189941,2105450000
2015-01-09,4744.470215,4744.709961,4681.240234,4704.069824,4704.069824,1715830000
2015-01-12,4714.069824,4715.810059,4650.649902,4664.709961,4664.709961,1861960000
2015-01-13,4708.740234,4751.339844,4624.279785,4661.500000,4661.500000,2162180000
2015-01-14,4610.759766,4655.370117,4595.979980,4639.319824,4639.319824,2073810000
2015-01-15,4657.459961,4663.959961,4567.390137,4570.819824,4570.819824,1976260000
2015-01-16,4566.379883,4635.819824,4563.109863,4634.379883,4634.379883,1970520000
2015-01-20,4655.839844,4665.649902,4601.100098,4654.850098,4654.850098,1835040000
2015-01-21,4641.950195,4692.459961,4629.589844,4667.419922,4667.419922,1847420000
2015-01-22,4690.930176,4752.600098,4644.569824,4750.399902,4750.399902,1996550000
2015-01-23,4748.189941,4771.180176,4737.950195,4757.879883,4757.879883,1653830000
2015-01-26,4752.359863,4774.180176,4734.200195,4771.759766,4771.759766,1717510000
2015-01-27,4698.229980,4721.870117,4659.830078,4681.500000,4681.500000,1954160000
2015-01-28,4740.689941,4742.060059,4637.479980,4637.990234,4637.990234,2118680000
2015-01-29,4635.729980,4688.410156,4601.759766,4683.410156,4683.410156,2110710000
2015-01-30,4671.209961,4703.810059,4631.100098,4635.240234,4635.240234,2264230000
2015-02-02,4650.600098,4676.689941,4580.459961,4676.689941,4676.689941,2006450000
2015-02-03,4693.250000,4727.740234,4670.819824,4727.740234,4727.740234,2153520000
2015-02-04,4699.810059,4744.330078,4697.790039,4716.700195,4716.700195,2212960000
2015-02-05,4729.649902,4767.379883,4722.799805,4765.100098,4765.100098,2036590000
2015-02-06,4768.839844,4787.180176,4731.220215,4744.399902,4744.399902,2034060000
2015-02-09,4723.729980,4749.470215,4719.609863,4726.009766,4726.009766,1654680000
2015-02-10,4754.629883,4793.270020,4737.120117,4787.640137,4787.640137,1773730000
2015-02-11,4788.370117,4810.359863,4780.129883,4801.180176,4801.180176,1793630000
2015-02-12,4828.080078,4857.609863,4823.569824,4857.609863,4857.609863,2075470000
2015-02-13,4869.729980,4893.839844,4860.120117,4893.839844,4893.839844,1942240000
2015-02-17,4889.990234,4901.890137,4880.640137,4899.270020,4899.270020,1751490000
2015-02-18,4890.839844,4907.500000,4885.600098,4906.359863,4906.359863,1684800000
2015-02-19,4901.509766,4929.529785,4900.629883,4924.700195,4924.700195,1592890000
2015-02-20,4919.779785,4957.020020,4905.589844,4955.970215,4955.970215,1761140000
2015-02-23,4953.100098,4960.970215,4939.560059,4960.970215,4960.970215,1754850000
2015-02-24,4956.209961,4971.180176,4945.140137,4968.120117,4968.120117,1834890000
2015-02-25,4960.359863,4984.240234,4956.000000,4967.140137,4967.140137,1848560000
2015-02-26,4969.270020,4989.109863,4955.509766,4987.890137,4987.890137,1905550000
2015-02-27,4985.029785,4989.250000,4960.870117,4963.529785,4963.529785,1955590000
2015-03-02,4973.430176,5008.569824,4972.009766,5008.100098,5008.100098,1931110000
2015-03-03,4990.700195,4996.660156,4956.069824,4979.899902,4979.899902,2018900000
2015-03-04,4961.240234,4973.319824,4938.899902,4967.140137,4967.140137,1824830000
